#Datasets,4_TES_45_mRNA,5_TES_129_mRNA,7_TES_027_mRNA,17_TES_144_mRNA,23_TES_136_mRNA,32_TES_43_mRNA,37_TES_034_mRNA,42_TES_027_mRNA,44_TES_140_mRNA,49_TES_40_mRNA,55_TES_134_mRNA,58_TES_130_merged_mRNA,59_TES_139_mRNA,66_TES_026_mRNA,70_TES_135_mRNA,73_TES_031_mRNA,79_TES_35_mRNA,85_TES_029_mRNA,86_TES_44_mRNA,87_TES_128_mRNA,90_TES_138_mRNA,104_TES_131_mRNA,110_TES_036_mRNA,113_TES_122_mRNA,117_TES_141_mRNA,119_TES_042_mRNA,122_TES_121_mRNA,123_TES_033_mRNA,130_TES_133_mRNA,137_TES_038_mRNA,143_TES_025_mRNA
"Chloroflexi bacterium OLB15",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Chloroflexi bacterium RBG_16_68_14",0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0
"Gloeobacter kilaueensis",58.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,109.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tolypothrix campylonemoides",0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Alicyclobacillus acidocaldarius",232.0,185.0,277.0,407.0,269.0,0.0,506.0,167.0,1668.0,464.0,423.0,135.0,43.0,877.0,201.0,186.0,483.0,148.0,612.0,237.0,916.0,0.0,498.0,498.0,761.0,20.0,268.0,155.0,410.0,642.0,497.0
"Bacillus thuringiensis",124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0
"Salisediminibacterium beveridgei",0.0,0.0,0.0,0.0,89.0,0.0,231.0,0.0,1347.0,404.0,75.0,0.0,0.0,1059.0,0.0,0.0,107.0,0.0,1440.0,88.0,2039.0,0.0,859.0,249.0,0.0,0.0,50.0,0.0,460.0,249.0,252.0
"Paenibacillus sp. P22",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Planococcus massiliensis",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,1897.0,0.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0
"Staphylococcus aureus",128.0,335.0,199.0,564.0,98.0,0.0,377.0,180.0,0.0,415.0,0.0,47.0,85.0,0.0,412.0,422.0,0.0,332.0,0.0,123.0,0.0,345.0,0.0,0.0,0.0,0.0,128.0,360.0,0.0,0.0,305.0
"Staphylococcus epidermidis",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Clostridium sp. IBUN22A",0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,240.0,122.0,0.0,0.0,40.0,295.0,0.0,0.0,0.0,0.0,297.0,99.0,331.0,0.0,423.0,140.0,280.0,0.0,0.0,0.0,220.0,0.0,0.0
"Thermobrachium celere",0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,362.0,374.0,120.0,35.0,0.0,275.0,0.0,0.0,114.0,0.0,330.0,0.0,308.0,0.0,185.0,0.0,793.0,11.0,0.0,0.0,128.0,174.0,153.0
"Desulfoscipio gibsoniae",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,0.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Heliomicrobium modesticaldum",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,109.0,0.0,0.0,0.0,497.0,0.0,0.0,0.0,0.0,639.0,90.0,1073.0,0.0,808.0,160.0,0.0,0.0,0.0,0.0,462.0,176.0,122.0
"Lachnoclostridium phytofermentans",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,75.0,0.0,0.0,218.0,0.0,177.0,0.0,83.0,566.0,0.0,2003.0,1426.0,1493.0,0.0,262.0,0.0,0.0,0.0,809.0,0.0,0.0
"Tepidanaerobacter acetatoxydans",0.0,0.0,0.0,0.0,0.0,0.0,302.0,0.0,413.0,431.0,0.0,0.0,0.0,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,1192.0,575.0
"Dialister sp. CAG:486",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mycoplasma mycoides",57.0,0.0,0.0,257.0,0.0,0.0,0.0,0.0,0.0,176.0,0.0,30.0,0.0,0.0,206.0,187.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,132.0,0.0,0.0,115.0
"bacterium SCGC AG-212-C10",87.0,132.0,0.0,0.0,188.0,0.0,389.0,0.0,370.0,295.0,191.0,0.0,0.0,197.0,135.0,105.0,98.0,0.0,396.0,169.0,195.0,0.0,365.0,148.0,0.0,11.0,54.0,0.0,202.0,287.0,321.0
"bacterium SCN 62-11",92.0,179.0,181.0,344.0,126.0,0.0,260.0,181.0,263.0,187.0,143.0,49.0,54.0,156.0,109.0,0.0,0.0,107.0,0.0,111.0,0.0,0.0,0.0,0.0,139.0,16.0,0.0,112.0,0.0,207.0,115.0
"Candidatus Nitrososphaera gargensis",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Candidatus Caldarchaeum subterraneum",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0
"Candidatus Nitrosotalea devanaterra",0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,1302.0,0.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Acanthamoeba castellanii",895.0,909.0,701.0,844.0,412.0,0.0,1304.0,1327.0,1286.0,825.0,482.0,338.0,311.0,220.0,1160.0,646.0,411.0,985.0,295.0,275.0,591.0,1205.0,0.0,317.0,242.0,112.0,724.0,758.0,654.0,1195.0,509.0
"Acytostelium subglobosum",0.0,136.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,30.0,65.0,0.0,105.0,90.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,23.0,96.0,118.0,0.0,0.0,0.0
"Heterostelium album",0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0
"Cavenderia fasciculata",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,70.0,0.0,0.0,0.0,0.0
"Dictyostelium discoideum",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0
"Tieghemostelium lacteum",0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0
"Physarum polycephalum",58.0,930.0,175.0,0.0,0.0,0.0,0.0,761.0,0.0,0.0,108.0,268.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,556.0,1018.0,484.0,0.0,0.0
"Amoeba proteus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,55.0,0.0,0.0,0.0,0.0
"Thecamonas trahens",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,53.0,0.0,0.0,0.0,0.0
"Bodo saltans",0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,81.0,107.0,0.0,0.0,0.0
"Perkinsela sp. CCAP 1560/4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Naegleria gruberi",85.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,106.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0
"Salpingoeca rosetta",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
"Capsaspora owczarzaki",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
"Lepidopterella palustris",114.0,0.0,0.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ascochyta rabiei",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,189.0,0.0,114.0,770.0,93.0,1896.0,1856.0,599.0,0.0,370.0,0.0,0.0,103.0,318.0,0.0,0.0
"Cenococcum geophilum",3105.0,1095.0,3500.0,8085.0,751.0,0.0,2590.0,1874.0,337.0,1981.0,505.0,473.0,830.0,0.0,797.0,2657.0,1508.0,584.0,798.0,115.0,272.0,1392.0,0.0,226.0,295.0,122.0,483.0,591.0,783.0,739.0,1552.0
"Glonium stellatum",586.0,175.0,697.0,1481.0,175.0,0.0,506.0,385.0,0.0,347.0,96.0,103.0,158.0,0.0,131.0,527.0,367.0,105.0,0.0,0.0,0.0,320.0,0.0,0.0,143.0,18.0,101.0,120.0,175.0,186.0,276.0
"Verruconis gallopava",118.0,0.0,0.0,207.0,0.0,0.0,0.0,194.0,0.0,0.0,0.0,0.0,41.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,0.0,0.0,0.0,11.0,0.0,127.0,0.0,0.0,0.0
"Cladophialophora yegresii",0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Endocarpon pusillum",0.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,0.0,0.0,114.0,125.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0
"Penicillium expansum",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0
"Penicillium freii",0.0,0.0,198.0,291.0,0.0,0.0,0.0,0.0,206.0,0.0,0.0,195.0,0.0,0.0,0.0,315.0,720.0,0.0,383.0,0.0,482.0,0.0,166.0,0.0,367.0,10.0,0.0,0.0,216.0,0.0,0.0
"Penicillium griseofulvum",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mollisia scopiformis",95.0,0.0,438.0,285.0,0.0,0.0,0.0,530.0,0.0,105.0,0.0,41.0,138.0,0.0,940.0,361.0,114.0,0.0,0.0,0.0,0.0,337.0,0.0,0.0,0.0,13.0,0.0,99.0,0.0,0.0,0.0
"Botrytis cinerea",0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Oidiodendron maius",152.0,0.0,5908.0,196.0,0.0,0.0,159.0,449.0,0.0,0.0,217.0,415.0,88.0,0.0,298.0,306.0,390.0,127.0,0.0,131.0,176.0,1468.0,0.0,0.0,134.0,27.0,205.0,0.0,662.0,0.0,157.0
"Colletotrichum higginsianum",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Colletotrichum orchidophilum",0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0
"Beauveria bassiana",0.0,0.0,945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Podospora anserina",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,119.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,129.0,0.0,0.0
"Madurella mycetomatis",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
"Sugiyamaella lignohabitans",0.0,0.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Auricularia subglabra",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
"Botryobasidium botryosum",0.0,608.0,0.0,184.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,51.0,0.0,0.0,0.0,0.0
"Rhizoctonia solani",0.0,0.0,206.0,169.0,0.0,0.0,0.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1325.0,0.0,0.0,0.0,24.0,119.0,0.0,0.0,0.0,0.0
"Tulasnella calospora",0.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Punctularia strigosozonata",0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
"Gloeophyllum trabeum",0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
"Neolentinus lepideus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
"Fomitiporia mediterranea",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
"Schizopora paradoxa",0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
"Postia placenta",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0
"Gelatoporia subvermispora",0.0,121.0,0.0,0.0,138.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
"Obba rivulosa",60.0,236.0,200.0,376.0,424.0,0.0,392.0,227.0,0.0,201.0,0.0,0.0,0.0,0.0,315.0,93.0,81.0,84.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,17.0,83.0,0.0,0.0,0.0,210.0
"Grifola frondosa",0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
"Phlebia radiata",59.0,0.0,0.0,1382.0,249.0,0.0,169.0,1615.0,0.0,164.0,0.0,0.0,51.0,0.0,278.0,191.0,0.0,0.0,0.0,99.0,0.0,654.0,0.0,0.0,0.0,97.0,66.0,0.0,0.0,0.0,132.0
"Phanerochaete carnosa",0.0,0.0,761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Phlebiopsis gigantea",0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
"Heterobasidion irregulare",395.0,903.0,682.0,983.0,1090.0,0.0,1138.0,813.0,0.0,517.0,218.0,62.0,146.0,0.0,858.0,308.0,291.0,171.0,0.0,447.0,0.0,1102.0,0.0,291.0,259.0,60.0,277.0,194.0,137.0,152.0,749.0
"Peniophora sp. CONT",100.0,248.0,202.0,278.0,260.0,0.0,252.0,194.0,0.0,120.0,78.0,0.0,54.0,0.0,238.0,92.0,81.0,0.0,0.0,112.0,0.0,304.0,0.0,0.0,0.0,19.0,75.0,0.0,0.0,0.0,210.0
"Russula atropurpurea",0.0,142.0,0.0,0.0,130.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Stereum hirsutum",164.0,411.0,348.0,402.0,463.0,0.0,420.0,439.0,0.0,174.0,80.0,0.0,38.0,0.0,365.0,134.0,100.0,77.0,0.0,175.0,0.0,534.0,0.0,0.0,0.0,32.0,103.0,99.0,0.0,0.0,332.0
"Serendipita vermifera",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0
"Sistotremastrum niveocremeum",0.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Agaricus bisporus",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,0.0,0.0,0.0,12.0,150.0,0.0,0.0,0.0,0.0
"Leucoagaricus sp. SymC.cos",0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Amanita muscaria",2375.0,1033.0,12860.0,333.0,443.0,0.0,542.0,6498.0,3722.0,0.0,1067.0,850.0,1025.0,1446.0,1768.0,5472.0,987.0,898.0,316.0,2392.0,4797.0,3581.0,0.0,3425.0,979.0,599.0,3069.0,2284.0,1486.0,5623.0,117.0
"Hebeloma cylindrosporum",60.0,2533.0,878.0,131.0,267.0,0.0,1630.0,316.0,0.0,0.0,0.0,75.0,177.0,0.0,794.0,151.0,0.0,0.0,0.0,91.0,207.0,928.0,0.0,0.0,0.0,28.0,1640.0,11015.0,0.0,3077.0,110.0
"Hypsizygus marmoreus",0.0,0.0,1292.0,0.0,0.0,0.0,0.0,534.0,0.0,0.0,0.0,0.0,0.0,0.0,614.0,496.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,42.0,106.0,0.0,0.0,0.0,0.0
"Termitomyces sp. J132",0.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Moniliophthora roreri",147.0,0.0,212.0,0.0,0.0,0.0,0.0,264.0,524.0,0.0,0.0,29.0,48.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,405.0,0.0,0.0,236.0,24.0,114.0,0.0,0.0,0.0,0.0
"Mycena chlorophos",0.0,350.0,648.0,0.0,0.0,0.0,0.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,469.0,90.0,0.0,0.0,0.0,0.0,0.0,770.0,0.0,0.0,0.0,23.0,116.0,943.0,0.0,0.0,0.0
"Gymnopus luxurians",160.0,0.0,300.0,3221.0,0.0,0.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,1504.0,203.0,0.0,0.0,0.0,0.0,0.0,514.0,0.0,0.0,0.0,0.0,478.0,0.0,0.0,0.0,0.0
"Cylindrobasidium torrendii",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pleurotus ostreatus",0.0,0.0,199.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
"Galerina marginata",310.0,363.0,894.0,0.0,191.0,0.0,166.0,470.0,0.0,0.0,0.0,75.0,110.0,0.0,709.0,186.0,170.0,0.0,0.0,0.0,0.0,1208.0,0.0,0.0,0.0,36.0,835.0,726.0,129.0,222.0,158.0
"Hypholoma sublateritium",0.0,0.0,388.0,0.0,0.0,0.0,0.0,431.0,0.0,0.0,0.0,0.0,30.0,0.0,267.0,125.0,0.0,0.0,0.0,0.0,0.0,351.0,0.0,0.0,0.0,44.0,311.0,119.0,0.0,0.0,0.0
"Laccaria amethystina",307.0,531.0,2096.0,593.0,823.0,0.0,552.0,1262.0,1106.0,292.0,301.0,1696.0,269.0,472.0,1235.0,1994.0,2079.0,358.0,1454.0,1322.0,3434.0,843.0,3374.0,1366.0,2513.0,119.0,1509.0,1569.0,3668.0,333.0,785.0
"Laccaria bicolor",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,271.0,0.0
"Plicaturopsis crispa",0.0,0.0,163.0,0.0,0.0,0.0,0.0,11497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078.0,0.0,0.0,0.0,0.0,0.0
"Fibularhizoctonia sp. CBS 109695",0.0,110.0,873.0,115.0,0.0,0.0,0.0,510.0,0.0,0.0,0.0,112.0,55.0,0.0,1066.0,208.0,0.0,0.0,0.0,0.0,153.0,387.0,0.0,0.0,0.0,40.0,145.0,0.0,156.0,0.0,0.0
"Piloderma croceum",0.0,122.0,652.0,0.0,0.0,0.0,0.0,1358.0,0.0,0.0,0.0,38.0,33.0,0.0,171.0,348.0,0.0,0.0,0.0,163.0,0.0,234.0,0.0,0.0,0.0,125.0,76.0,0.0,0.0,0.0,125.0
"Coniophora puteana",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
